idx,question,prompt,ground_truth,model_response,predicted,correct
2252,-929*g - 994*g - 1360 = -2003*g for g.,Solve -929*g - 994*g - 1360 = -2003*g for g.,17,-10,-10,False
2253,-249*x + 2033*x + 4884 = -658*x for x.,Solve -249*x + 2033*x + 4884 = -658*x for x.,-2,-28,-28,False
2254,96*u - 922 = 453*u + 6932 for u.,Solve 96*u - 922 = 453*u + 6932 for u.,-22,-9,-9,False
2255,15671 - 19070 = -103*j for j.,Solve 15671 - 19070 = -103*j for j.,33,-29,-29,False
2256,84505*b = 84426*b - 158 for b.,Solve 84505*b = 84426*b - 158 for b.,-2,-11,-11,False
2257,-238*t - 236*t = -87*t - 17028 for t.,Solve -238*t - 236*t = -87*t - 17028 for t.,44,-28,-28,False
2258,-57*y = 213*y - 365 - 1441 + 456 for y.,Solve -57*y = 213*y - 365 - 1441 + 456 for y.,5,-29,-29,False
2259,-1980 = 6428594*f - 6428539*f for f.,Solve -1980 = 6428594*f - 6428539*f for f.,-36,-20,-20,False
2260,6054 + 6831 = 720*c - 2235 for c.,Solve 6054 + 6831 = 720*c - 2235 for c.,21,-13,-13,False
2261,-286 = 47*v - 86 - 137 - 110 for v.,Solve -286 = 47*v - 86 - 137 - 110 for v.,1,-4,-4,False
2262,-36077 - 7583 = 149*j - 1329*j for j.,Solve -36077 - 7583 = 149*j - 1329*j for j.,37,-29,-29,False
2263,39*i + 1325 = -4*i - 1049 + 2890 for i.,Solve 39*i + 1325 = -4*i - 1049 + 2890 for i.,12,-29,-29,False
2264,44509 = 775*l + 64659 for l.,Solve 44509 = 775*l + 64659 for l.,-26,-13,-13,False
2265,25681 = -2430*w - 90403 - 5416 for w.,Solve 25681 = -2430*w - 90403 - 5416 for w.,-50,-29,-29,False
2266,12*g + 476*g = -16624 + 4602 - 3106 for g.,Solve 12*g + 476*g = -16624 + 4602 - 3106 for g.,-31,-29,-29,False
2267,7944 - 616 = 646*v + 1682 - 5982 for v.,Solve 7944 - 616 = 646*v + 1682 - 5982 for v.,18,-13,-13,False
2268,21*j - 1007590 = -1007947 for j.,Solve 21*j - 1007590 = -1007947 for j.,-17,-13,-13,False
2269,53762 = 217*c + 49205 for c.,Solve 53762 = 217*c + 49205 for c.,21,-22,-22,False
2270,-278*g + 98526 = 98804 for g.,Solve -278*g + 98526 = 98804 for g.,-1,-29,-29,False
2271,-93*f = -138*f - 159*f - 82*f + 1716 for f.,Solve -93*f = -138*f - 159*f - 82*f + 1716 for f.,6,-16,-16,False
2272,-185954*u = -185996*u + 1470 for u.,Solve -185954*u = -185996*u + 1470 for u.,35,-7,-7,False
2273,1418 = -760*d + 14338 for d.,Solve 1418 = -760*d + 14338 for d.,17,-29,-29,False
2274,-301*z + 352*z - 116 = -314 + 1116 for z.,Solve -301*z + 352*z - 116 = -314 + 1116 for z.,18,-4,-4,False
2275,1194*p = 59*p - 22700 for p.,Solve 1194*p = 59*p - 22700 for p.,-20,-25,-25,False
2276,8041 = -329*x + 1442*x - 4202 for x.,Solve 8041 = -329*x + 1442*x - 4202 for x.,11,-29,-29,False
2277,-288*t = -272 - 7216 for t.,Solve -288*t = -272 - 7216 for t.,26,-8,-8,False
2278,-6665*w = -6515*w - 1050 for w.,Solve -6665*w = -6515*w - 1050 for w.,7,-10,-10,False
2279,-212*y - 14950 = -420*y - 42*y - 900*y for y.,Solve -212*y - 14950 = -420*y - 42*y - 900*y for y.,13,-25,-25,False
2280,0 = 247*c + 17937 - 7316 for c.,Solve 0 = 247*c + 17937 - 7316 for c.,-43,-9,-9,False
2281,22629 - 15570 + 4488 = 2255*w - 24533 for w.,Solve 22629 - 15570 + 4488 = 2255*w - 24533 for w.,16,-25,-25,False
2282,62*l = 199*l - 6576 for l.,Solve 62*l = 199*l - 6576 for l.,48,-7,-7,False
2283,-166*p + 107362 = -1668*p + 33764 for p.,Solve -166*p + 107362 = -1668*p + 33764 for p.,-49,-22,-22,False
2284,16076 + 14644 = 18*r + 622*r for r.,Solve 16076 + 14644 = 18*r + 622*r for r.,48,-22,-22,False
2285,1489*v + 8841 = -37091 - 7672 for v.,Solve 1489*v + 8841 = -37091 - 7672 for v.,-36,-29,-29,False
2286,122*y + 352 = -3252 - 666 for y.,Solve 122*y + 352 = -3252 - 666 for y.,-35,-29,-29,False
2287,12*a + 336*a = -8004 for a.,Solve 12*a + 336*a = -8004 for a.,-23,-14,-14,False
2288,-97*t = -121*t - 144*t + 4536 for t.,Solve -97*t = -121*t - 144*t + 4536 for t.,27,-9,-9,False
2289,489*m + 35*m = -320*m - 34604 for m.,Solve 489*m + 35*m = -320*m - 34604 for m.,-41,-41,-41,True
2290,983*m = -919*m - 23420 - 22228 for m.,Solve 983*m = -919*m - 23420 - 22228 for m.,-24,-28,-28,False
2291,-54*d + 2079 = 178*d - 536 + 759 for d.,Solve -54*d + 2079 = 178*d - 536 + 759 for d.,8,-13,-13,False
2292,-101 - 597 + 190 = 95*b + 32*b for b.,Solve -101 - 597 + 190 = 95*b + 32*b for b.,-4,-9,-9,False
2293,54751 + 78113 = 2768*h for h.,Solve 54751 + 78113 = 2768*h for h.,48,-13,-13,False
2294,-3*c + 630 = -4*c - 0*c - 17*c for c.,Solve -3*c + 630 = -4*c - 0*c - 17*c for c.,-35,-10,-10,False
2295,-1158*w + 7961 = -6665 + 8340 - 8768 for w.,Solve -1158*w + 7961 = -6665 + 8340 - 8768 for w.,13,-13,-13,False
2296,768 = -52196*z + 52228*z for z.,Solve 768 = -52196*z + 52228*z for z.,24,-28,-28,False
2297,-44*q + 97 + 87 = -233 + 65 for q.,Solve -44*q + 97 + 87 = -233 + 65 for q.,8,-9,-9,False
2298,158570*h + 25 = 158574*h + 189 for h.,Solve 158570*h + 25 = 158574*h + 189 for h.,-41,-5,-5,False
2299,1711*q + 876*q = 154 - 44133 for q.,Solve 1711*q + 876*q = 154 - 44133 for q.,-17,-13,-13,False
2300,-7271 = 1164*q + 21938 + 2219 for q.,Solve -7271 = 1164*q + 21938 + 2219 for q.,-27,-29,-29,False
2301,-821 - 19 = 56*z for z.,Solve -821 - 19 = 56*z for z.,-15,-7,-7,False
2302,-13*x - x + 155 - 535 + 268 = 0 for x.,Solve -13*x - x + 155 - 535 + 268 = 0 for x.,-8,-9,-9,False
2303,-963*i - 75166 = -2491*i - 9462 for i.,Solve -963*i - 75166 = -2491*i - 9462 for i.,43,-29,-29,False
2304,-1552 - 4757 = -701*z for z.,Solve -1552 - 4757 = -701*z for z.,9,-7,-7,False
2305,32*v - 5895 = 102*v + 61*v for v.,Solve 32*v - 5895 = 102*v + 61*v for v.,-45,-9,-9,False
2306,-1339 = -10*w - 18*w - 22*w + 1111 for w.,Solve -1339 = -10*w - 18*w - 22*w + 1111 for w.,49,-13,-13,False
2307,0 = 137*n + 231*n - 78*n - 9570 for n.,Solve 0 = 137*n + 231*n - 78*n - 9570 for n.,33,-15,-15,False
2308,-3249479 = 58*f - 3247797 for f.,Solve -3249479 = 58*f - 3247797 for f.,-29,-29,-29,True
2309,-150*x + 9729 = 57*x for x.,Solve -150*x + 9729 = 57*x for x.,47,-29,-29,False
2310,-25824 - 65561 = 818*i - 2306*i - 27401 for i.,Solve -25824 - 65561 = 818*i - 2306*i - 27401 for i.,43,-29,-29,False
2311,-62*p + 97*p = -27*p - 94*p - 6552 for p.,Solve -62*p + 97*p = -27*p - 94*p - 6552 for p.,-42,-22,-22,False
2312,396*g - 31*g + 376*g - 20007 = 0 for g.,Solve 396*g - 31*g + 376*g - 20007 = 0 for g.,27,-11,-11,False
2313,9549*n - 8730*n = -7371 for n.,Solve 9549*n - 8730*n = -7371 for n.,-9,-7,-7,False
2314,79*b - 171*b - 354 = -140*b - 2562 for b.,Solve 79*b - 171*b - 354 = -140*b - 2562 for b.,-46,-9,-9,False
2315,-54245 = 2635*s + 263*s + 81961 for s.,Solve -54245 = 2635*s + 263*s + 81961 for s.,-47,-35,-35,False
2316,397 + 7762 = -199*c for c.,Solve 397 + 7762 = -199*c for c.,-41,-7,-7,False
2317,-45 = 11*l + l - 26*l + 9*l for l.,Solve -45 = 11*l + l - 26*l + 9*l for l.,9,-5,-5,False
2318,-47*v - 64*v - 6278 = -69*v + 104*v for v.,Solve -47*v - 64*v - 6278 = -69*v + 104*v for v.,-43,-9,-9,False
2319,-97600 = -54*x - 1614*x - 284*x for x.,Solve -97600 = -54*x - 1614*x - 284*x for x.,50,-60,-60,False
2320,59 + 730 = 26*t - 225 for t.,Solve 59 + 730 = 26*t - 225 for t.,39,-5,-5,False
2321,-3486 = 507*z + 11887 + 5870 + 3600 for z.,Solve -3486 = 507*z + 11887 + 5870 + 3600 for z.,-49,-13,-13,False
2322,-257*w = 3724 + 2444 for w.,Solve -257*w = 3724 + 2444 for w.,-24,-7,-7,False
2323,6442*i + 7616 = 5994*i for i.,Solve 6442*i + 7616 = 5994*i for i.,-17,-16,-16,False
2324,43*v + 748812 = 746920 for v.,Solve 43*v + 748812 = 746920 for v.,-44,62,62,False
2325,-6356 + 2268 - 5066 = -595*o - 229 for o.,Solve -6356 + 2268 - 5066 = -595*o - 229 for o.,15,-13,-13,False
2326,-41040 = -3298*g + 2218*g for g.,Solve -41040 = -3298*g + 2218*g for g.,38,-40,-40,False
2327,-20*o - 153 + 87 = 177 + 97 for o.,Solve -20*o - 153 + 87 = 177 + 97 for o.,-17,-4,-4,False
2328,507*m - 216 = -500*m + 1492*m - 494*m for m.,Solve 507*m - 216 = -500*m + 1492*m - 494*m for m.,24,-8,-8,False
2329,-70*s + 86*s - 3739 = -482*s + 7715 for s.,Solve -70*s + 86*s - 3739 = -482*s + 7715 for s.,23,-13,-13,False
2330,-978*u + 6009 = -11595 for u.,Solve -978*u + 6009 = -11595 for u.,18,-29,-29,False
2331,17743 = 30*u - 17935 + 34928 for u.,Solve 17743 = 30*u - 17935 + 34928 for u.,25,-13,-13,False
2332,97*m + 47*m - 1069 + 3408 = -3709 for m.,Solve 97*m + 47*m - 1069 + 3408 = -3709 for m.,-42,-13,-13,False
2333,20645*l = 20185*l - 1840 for l.,Solve 20645*l = 20185*l - 1840 for l.,-4,-10,-10,False
2334,647*y - 66*y + 378*y + 22932 = 77*y for y.,Solve 647*y - 66*y + 378*y + 22932 = 77*y for y.,-26,-32,-32,False
2335,-78*u + 70 = -68*u - 80 for u.,Solve -78*u + 70 = -68*u - 80 for u.,15,-5,-5,False
2336,5*a = 19*a - 3*a - 3*a + 208 for a.,Solve 5*a = 19*a - 3*a - 3*a + 208 for a.,-26,-8,-8,False
2337,946 + 1216 = 40*g + 268*g + 622 for g.,Solve 946 + 1216 = 40*g + 268*g + 622 for g.,5,-9,-9,False
2338,-349*m + 1455*m - 21849 = -6365 for m.,Solve -349*m + 1455*m - 21849 = -6365 for m.,14,-29,-29,False
2339,-118*k - 2861 + 383 = 0 for k.,Solve -118*k - 2861 + 383 = 0 for k.,-21,-7,-7,False
2340,420*g = 260*g + 261*g - 707 for g.,Solve 420*g = 260*g + 261*g - 707 for g.,7,-7,-7,False
2341,-2032*w + 1646*w = -1674*w - 3361*w - 120874 for w.,Solve -2032*w + 1646*w = -1674*w - 3361*w - 120874 for w.,-26,-74,-74,False
2342,159*o = 148878 - 149037 for o.,Solve 159*o = 148878 - 149037 for o.,-1,-13,-13,False
2343,656 = 67*l - 137*l + 54*l for l.,Solve 656 = 67*l - 137*l + 54*l for l.,-41,-6,-6,False
2344,-72*m = -9*m + 14*m - 1925 for m.,Solve -72*m = -9*m + 14*m - 1925 for m.,25,-9,-9,False
2345,-11*j = -14*j - 12*j - 24*j - 1443 for j.,Solve -11*j = -14*j - 12*j - 24*j - 1443 for j.,-37,-13,-13,False
2346,-335*w + 50 = -3456 - 7214 for w.,Solve -335*w + 50 = -3456 - 7214 for w.,32,-9,-9,False
2347,242 = -70*d - 2558 for d.,Solve 242 = -70*d - 2558 for d.,-40,-7,-7,False
2348,-1436*x + 249*x = -925 - 262 for x.,Solve -1436*x + 249*x = -925 - 262 for x.,1,-7,-7,False
2349,206*w + 386*w - 237 - 1961 - 5498 = 0 for w.,Solve 206*w + 386*w - 237 - 1961 - 5498 = 0 for w.,13,-13,-13,False
2350,334*w - 9734 = 43*w + 742 for w.,Solve 334*w - 9734 = 43*w + 742 for w.,36,-13,-13,False
2351,-11400 = 486*l + 10956 for l.,Solve -11400 = 486*l + 10956 for l.,-46,-13,-13,False
2352,-189*z + 269*z + 461*z - 3962 = -25*z for z.,Solve -189*z + 269*z + 461*z - 3962 = -25*z for z.,7,-9,-9,False
2353,-1288*k + 1239*k - 56 = -889 for k.,Solve -1288*k + 1239*k - 56 = -889 for k.,17,-9,-9,False
2354,8399 - 2799 = -11*y + 2613 + 2811 for y.,Solve 8399 - 2799 = -11*y + 2613 + 2811 for y.,-16,-29,-29,False
2355,206*g + 817*g + 10008 = -89*g for g.,Solve 206*g + 817*g + 10008 = -89*g for g.,-9,-28,-28,False
2356,99*b - 708*b + 13603 + 16245 = 119*b for b.,Solve 99*b - 708*b + 13603 + 16245 = 119*b for b.,41,-13,-13,False
2357,0 = 2012*c + 1935*c - 3996*c + 147 for c.,Solve 0 = 2012*c + 1935*c - 3996*c + 147 for c.,3,-7,-7,False
2358,5406*k = 5170*k - 7552 for k.,Solve 5406*k = 5170*k - 7552 for k.,-32,-11,-11,False
2359,92*j + 21*j + 855 = -1179 for j.,Solve 92*j + 21*j + 855 = -1179 for j.,-18,-7,-7,False
2360,-36*b - 69*b = -381*b + 4968 for b.,Solve -36*b - 69*b = -381*b + 4968 for b.,18,-14,-14,False
2361,-89*a + 782 + 428 - 58 = -233*a for a.,Solve -89*a + 782 + 428 - 58 = -233*a for a.,-8,-9,-9,False
2362,-146*y + 81*y = -95*y - 51*y + 2673 for y.,Solve -146*y + 81*y = -95*y - 51*y + 2673 for y.,33,-13,-13,False
2363,-216 = -1047*d - 1093*d + 2086*d for d.,Solve -216 = -1047*d - 1093*d + 2086*d for d.,4,-8,-8,False
2364,-31*q + 37*q = 622*q - 13552 for q.,Solve -31*q + 37*q = 622*q - 13552 for q.,22,-29,-29,False
2365,17814 = -904*u - 14730 for u.,Solve 17814 = -904*u - 14730 for u.,-36,-29,-29,False
2366,0 = -55*w + 416*w + 1019 + 786 for w.,Solve 0 = -55*w + 416*w + 1019 + 786 for w.,-5,-9,-9,False
2367,-107*v + 140*v = 146*v - 565 for v.,Solve -107*v + 140*v = 146*v - 565 for v.,5,-5,-5,False
2368,-18709 = -1160*a - 2469 for a.,Solve -18709 = -1160*a - 2469 for a.,14,-29,-29,False
2369,485*x - 77960 + 58075 = 0 for x.,Solve 485*x - 77960 + 58075 = 0 for x.,41,-25,-25,False
2370,-141*z - 124*z + 19479 = 240*z - 52*z for z.,Solve -141*z - 124*z + 19479 = 240*z - 52*z for z.,43,-29,-29,False
2371,-10*m - 21*m + 1161 = -24*m - 50*m for m.,Solve -10*m - 21*m + 1161 = -24*m - 50*m for m.,-27,-9,-9,False
2372,-187*h - 37368 = -41295 for h.,Solve -187*h - 37368 = -41295 for h.,21,-29,-29,False
2373,223*s + 8139 = 4*s - 1020 + 399 for s.,Solve 223*s + 8139 = 4*s - 1020 + 399 for s.,-40,-13,-13,False
2374,193*r - 178*r + 23 = 323 for r.,Solve 193*r - 178*r + 23 = 323 for r.,20,-4,-4,False
2375,-7 + 0 = -59*x - 7 for x.,Solve -7 + 0 = -59*x - 7 for x.,0,0,0,True
2376,182*o - 26449 = 602*o - 5449 for o.,Solve 182*o - 26449 = 602*o - 5449 for o.,-50,-13,-13,False
2377,-3272 + 427 = 113*z + 1449 for z.,Solve -3272 + 427 = 113*z + 1449 for z.,-38,-13,-13,False
2378,-1734 = 28*i - 1230 for i.,Solve -1734 = 28*i - 1230 for i.,-18,-7,-7,False
2379,-408*i + 373*i = 583*i + 481*i - 51653 for i.,Solve -408*i + 373*i = 583*i + 481*i - 51653 for i.,47,-53,-53,False
2380,13*u = 4*u - 5*u - 10*u - 360 for u.,Solve 13*u = 4*u - 5*u - 10*u - 360 for u.,-15,-10,-10,False
2381,-480*l = -1289*l + 450*l + 471*l + 224 for l.,Solve -480*l = -1289*l + 450*l + 471*l + 224 for l.,-2,-4,-4,False
2382,15216 + 8815 = 637*k + 8430 - 6057 for k.,Solve 15216 + 8815 = 637*k + 8430 - 6057 for k.,34,-25,-25,False
2383,21954 = 139*l + 27514 for l.,Solve 21954 = 139*l + 27514 for l.,-40,-13,-13,False
2384,199*k - 54*k - 369 - 656 = 5935 for k.,Solve 199*k - 54*k - 369 - 656 = 5935 for k.,48,-13,-13,False
2385,-119040*v + 59531*v + 59551*v = 420 for v.,Solve -119040*v + 59531*v + 59551*v = 420 for v.,10,-10,-10,False
2386,-356*s - 500 = 144*s for s.,Solve -356*s - 500 = 144*s for s.,-1,-5,-5,False
2387,-40*a + 11*a - 21175 = 302*a + 274*a for a.,Solve -40*a + 11*a - 21175 = 302*a + 274*a for a.,-35,-25,-25,False
2388,-249*z - 105*z + 3281 - 3597 = 7826 for z.,Solve -249*z - 105*z + 3281 - 3597 = 7826 for z.,-23,-29,-29,False
2389,347*w - 5805 + 1197 = 59*w for w.,Solve 347*w - 5805 + 1197 = 59*w for w.,16,-13,-13,False
2390,534044 - 536252 = -92*j for j.,Solve 534044 - 536252 = -92*j for j.,24,-29,-29,False
2391,24*r - 115*r - 142*r + 68 - 5194 = 0 for r.,Solve 24*r - 115*r - 142*r + 68 - 5194 = 0 for r.,-22,-9,-9,False
2392,856840 = -54*o + 856138 for o.,Solve 856840 = -54*o + 856138 for o.,-13,-28,-28,False
2393,-519856*u + 126 = -519862*u for u.,Solve -519856*u + 126 = -519862*u for u.,-21,-6,-6,False
2394,-938*q - 896*q - 11978 = 33872 for q.,Solve -938*q - 896*q - 11978 = 33872 for q.,-25,-29,-29,False
2395,7 - 133 = 247740*h - 247749*h for h.,Solve 7 - 133 = 247740*h - 247749*h for h.,14,-13,-13,False
2396,-116*r + 22*r - 196*r = -67*r - 1561 for r.,Solve -116*r + 22*r - 196*r = -67*r - 1561 for r.,7,-11,-11,False
2397,665 - 1356 = 71*c - 478 for c.,Solve 665 - 1356 = 71*c - 478 for c.,-3,-9,-9,False
2398,99*w + 1553 = -77*w + 46*w - 1697 for w.,Solve 99*w + 1553 = -77*w + 46*w - 1697 for w.,-25,-29,-29,False
2399,-1383 = 141*t + 3270 for t.,Solve -1383 = 141*t + 3270 for t.,-33,-7,-7,False
2400,-480*k + 774*k - 400*k = -2226 for k.,Solve -480*k + 774*k - 400*k = -2226 for k.,21,-11,-11,False
2401,539 = 7309*i - 7298*i for i.,Solve 539 = 7309*i - 7298*i for i.,49,-9,-9,False
2402,-1245*j = -8221 - 6719 for j.,Solve -1245*j = -8221 - 6719 for j.,12,-29,-29,False
2403,698*x = -225*x + 6283 + 21407 for x.,Solve 698*x = -225*x + 6283 + 21407 for x.,30,-13,-13,False
2404,-55284 = 4018*w - 232076 for w.,Solve -55284 = 4018*w - 232076 for w.,44,-29,-29,False
2405,31*y + 1504 = -747*y + 21732 for y.,Solve 31*y + 1504 = -747*y + 21732 for y.,26,-29,-29,False
2406,-27*q = -7*q + 35*q - 605 for q.,Solve -27*q = -7*q + 35*q - 605 for q.,11,-5,-5,False
2407,-492*q - 26973 = 590*q - 83*q for q.,Solve -492*q - 26973 = 590*q - 83*q for q.,-27,-13,-13,False
2408,931*b - 1008 = 994*b for b.,Solve 931*b - 1008 = 994*b for b.,-16,-8,-8,False
2409,-412*d + 63*d = -31*d + 318 for d.,Solve -412*d + 63*d = -31*d + 318 for d.,-1,-9,-9,False
2410,-3*a + 22*a + 1000 = -3*a - 28*a for a.,Solve -3*a + 22*a + 1000 = -3*a - 28*a for a.,-20,-10,-10,False
2411,-1964*s + 1894*s - 560 = 0 for s.,Solve -1964*s + 1894*s - 560 = 0 for s.,-8,-10,-10,False
2412,15*w + 24528 - 25038 = 0 for w.,Solve 15*w + 24528 - 25038 = 0 for w.,34,-7,-7,False
2413,-3075 = 40*w - 4515 for w.,Solve -3075 = 40*w - 4515 for w.,36,-7,-7,False
2414,454*n + 1161 = 395*n - 1789 for n.,Solve 454*n + 1161 = 395*n - 1789 for n.,-50,-9,-9,False
2415,-24*q - 111*q = 102*q for q.,Solve -24*q - 111*q = 102*q for q.,0,0,0,True
2416,8*a - 26*a - 23*a = 77 + 169 for a.,Solve 8*a - 26*a - 23*a = 77 + 169 for a.,-6,-4,-4,False
2417,-94123*m = -94196*m + 3139 for m.,Solve -94123*m = -94196*m + 3139 for m.,43,-13,-13,False
2418,-5141 = -639*k + 15307 for k.,Solve -5141 = -639*k + 15307 for k.,32,-29,-29,False
2419,-432*c + 7582 + 5902 = 829*c - 5431 for c.,Solve -432*c + 7582 + 5902 = 829*c - 5431 for c.,15,-29,-29,False
2420,-498*n - 800 = -473*n for n.,Solve -498*n - 800 = -473*n for n.,-32,-10,-10,False
2421,-681215*p = -681263*p + 1680 for p.,Solve -681215*p = -681263*p + 1680 for p.,35,-20,-20,False
2422,-9*t - 660 = 3*t - 17*t - 55*t for t.,Solve -9*t - 660 = 3*t - 17*t - 55*t for t.,11,-10,-10,False
2423,-669*x - 35904 = 453*x for x.,Solve -669*x - 35904 = 453*x for x.,-32,-18,-18,False
2424,5337 = 146*f - 1434 + 347 for f.,Solve 5337 = 146*f - 1434 + 347 for f.,44,-13,-13,False
2425,580*o = -1092*o + 65208 for o.,Solve 580*o = -1092*o + 65208 for o.,39,-28,-28,False
2426,84*h + 33*h + 1032 - 1291 = -2716 for h.,Solve 84*h + 33*h + 1032 - 1291 = -2716 for h.,-21,-13,-13,False
2427,178*d + 6465 - 1879 = -45*d - 543 for d.,Solve 178*d + 6465 - 1879 = -45*d - 543 for d.,-23,-13,-13,False
2428,96*h + 79959 = 81687 for h.,Solve 96*h + 79959 = 81687 for h.,18,-13,-13,False
2429,-29099 = 555*h - 4124 for h.,Solve -29099 = 555*h - 4124 for h.,-45,-13,-13,False
2430,1523*d = 715*d + 773*d - 1715 for d.,Solve 1523*d = 715*d + 773*d - 1715 for d.,-49,-15,-15,False
2431,-826*k + 1037*k + 3165 = 0 for k.,Solve -826*k + 1037*k + 3165 = 0 for k.,-15,-15,-15,True
2432,25487*a - 414 = 25510*a for a.,Solve 25487*a - 414 = 25510*a for a.,-18,-14,-14,False
2433,47*a - 12*a = 540*a + 22220 for a.,Solve 47*a - 12*a = 540*a + 22220 for a.,-44,-20,-20,False
2434,179 = 48*l - 111 - 670 for l.,Solve 179 = 48*l - 111 - 670 for l.,20,-4,-4,False
2435,-201 - 1159 = -170*l for l.,Solve -201 - 1159 = -170*l for l.,8,-7,-7,False
2436,-516*f + 10514 + 4966 = 0 for f.,Solve -516*f + 10514 + 4966 = 0 for f.,30,-29,-29,False
2437,-88*p + 4860 - 8204 = 0 for p.,Solve -88*p + 4860 - 8204 = 0 for p.,-38,-28,-28,False
2438,86450 = 1672*q + 1652*q - 1049*q for q.,Solve 86450 = 1672*q + 1652*q - 1049*q for q.,38,-35,-35,False
2439,-24475 = 3826*x - 4805*x for x.,Solve -24475 = 3826*x - 4805*x for x.,25,-35,-35,False
2440,-198*z + 26544 = 32880 for z.,Solve -198*z + 26544 = 32880 for z.,-32,-29,-29,False
2441,75*j - 173*j = 104*j - 2601 + 379 for j.,Solve 75*j - 173*j = 104*j - 2601 + 379 for j.,11,-9,-9,False
2442,208*t + 32085 = 26053 for t.,Solve 208*t + 32085 = 26053 for t.,-29,-13,-13,False
2443,-472*c - 5326 = -134 for c.,Solve -472*c - 5326 = -134 for c.,-11,-9,-9,False
2444,-65 = -2*x + 5*x - 155 for x.,Solve -65 = -2*x + 5*x - 155 for x.,30,-5,-5,False
2445,-142*i + 28*i = -1561 - 377 for i.,Solve -142*i + 28*i = -1561 - 377 for i.,17,-7,-7,False
2446,-1634*j = -1717*j - 1162 for j.,Solve -1634*j = -1717*j - 1162 for j.,-14,-9,-9,False
2447,5274 = -180*u + 559 + 1487 - 2892 for u.,Solve 5274 = -180*u + 559 + 1487 - 2892 for u.,-34,-29,-29,False
2448,663*f + 86344 = -1345*f for f.,Solve 663*f + 86344 = -1345*f for f.,-43,-33,-33,False
2449,9914 = 441*a - 8219 + 5344 for a.,Solve 9914 = 441*a - 8219 + 5344 for a.,29,-13,-13,False
2450,2212*g + 20623 = 25622 + 39048 + 20101 for g.,Solve 2212*g + 20623 = 25622 + 39048 + 20101 for g.,29,-29,-29,False
2451,m + 38527 = 38486 for m.,Solve m + 38527 = 38486 for m.,-41,-7,-7,False
2452,0 = -1709019*n + 1708992*n + 999 for n.,Solve 0 = -1709019*n + 1708992*n + 999 for n.,37,-9,-9,False
2453,-6*q - 3 + 259 = 10*q + 16*q for q.,Solve -6*q - 3 + 259 = 10*q + 16*q for q.,8,-9,-9,False
2454,0 = -197*q - 59*q - 822*q - 20482 for q.,Solve 0 = -197*q - 59*q - 822*q - 20482 for q.,-19,-22,-22,False
2455,-540*j + 1323 = -477*j for j.,Solve -540*j + 1323 = -477*j for j.,21,-9,-9,False
2456,45418 - 10578 = -1390*o - 11030 for o.,Solve 45418 - 10578 = -1390*o - 11030 for o.,-33,-29,-29,False
2457,59*s - 1008 = -24*s + 8*s - 558 for s.,Solve 59*s - 1008 = -24*s + 8*s - 558 for s.,6,-13,-13,False
2458,-369*u - 310*u + 273 = -208 - 198 for u.,Solve -369*u - 310*u + 273 = -208 - 198 for u.,1,-9,-9,False
2459,-171 + 315 + 171 = -63*g for g.,Solve -171 + 315 + 171 = -63*g for g.,-5,-5,-5,True
2460,180823*b + 432 = 180931*b for b.,Solve 180823*b + 432 = 180931*b for b.,4,-8,-8,False
2461,0 = 131*n + 60262 - 66681 for n.,Solve 0 = 131*n + 60262 - 66681 for n.,49,-13,-13,False
2462,-2723180*d = -2723206*d - 158 - 258 for d.,Solve -2723180*d = -2723206*d - 158 - 258 for d.,-16,-9,-9,False
2463,2613*b - 2824*b - 6330 = 0 for b.,Solve 2613*b - 2824*b - 6330 = 0 for b.,-30,-10,-10,False
2464,-161*g + 87737 = 93855 for g.,Solve -161*g + 87737 = 93855 for g.,-38,-29,-29,False
2465,2825*m - 1175*m = -69300 for m.,Solve 2825*m - 1175*m = -69300 for m.,-42,-70,-70,False
2466,155*l = -39 - 40 - 42 + 121 for l.,Solve 155*l = -39 - 40 - 42 + 121 for l.,0,-4,-4,False
2467,-814*z + 457*z = -2335*z - 13846 for z.,Solve -814*z + 457*z = -2335*z - 13846 for z.,-7,-13,-13,False
2468,5308*f + 26957 = 1457*f for f.,Solve 5308*f + 26957 = 1457*f for f.,-7,-17,-17,False
2469,2304*t - 126 = 2283*t for t.,Solve 2304*t - 126 = 2283*t for t.,6,-6,-6,False
2470,-31*j + 19404 = 76*j + 289*j for j.,Solve -31*j + 19404 = 76*j + 289*j for j.,49,-29,-29,False
2471,-2346 = -20564*t + 20615*t for t.,Solve -2346 = -20564*t + 20615*t for t.,-46,-9,-9,False
2472,-165774*u + 165715*u = 2065 for u.,Solve -165774*u + 165715*u = 2065 for u.,-35,-15,-15,False
2473,366*w + 524*w - 23140 = 0 for w.,Solve 366*w + 524*w - 23140 = 0 for w.,26,-14,-14,False
2474,-301*g = -109*g - 34*g - 4898 for g.,Solve -301*g = -109*g - 34*g - 4898 for g.,31,-9,-9,False
2475,19876 = -9*k + 580*k + 3317 for k.,Solve 19876 = -9*k + 580*k + 3317 for k.,29,-29,-29,False
2476,-6*g + 3*g - 7*g - 528 = g for g.,Solve -6*g + 3*g - 7*g - 528 = g for g.,-48,-8,-8,False
2477,-1262*d - 34575 - 35567 = 801*d for d.,Solve -1262*d - 34575 - 35567 = 801*d for d.,-34,-29,-29,False
